Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
28395,610.2909999999998,208.17811670852728,173.88874704163598,1.1971914241160242,0.5498121871383472,28715,190.1410972745107,0.7639225181598063,0.9888559986069998,0.9580271262501276,0.9133577547957626,0.007331506135183212,0.00314728916733569,0.8342223882455564,0.9987238890131684,SEKER
32258,654.808,220.80403007890376,186.277755809551,1.1853483477901257,0.5369189075061798,32612,202.6626784439278,0.7758056758056758,0.9891450999632038,0.9454081638315681,0.9178395809691825,0.0068449386223232616,0.0029965149595458053,0.8424294963936846,0.9985724116799217,SEKER
33159,653.8009999999999,222.44402868828985,189.98042001963083,1.1708787077389582,0.520175444011767,33415,205.4734777626379,0.788111422731378,0.992338770013467,0.9748103412811874,0.9237086694314788,0.006708405823103527,0.003012584024718656,0.853237705982873,0.9990378625753795,SEKER
33858,664.4599999999999,234.33500135412973,184.13929158842225,1.2725964096674276,0.6184869353613691,34142,207.627899150483,0.7812543264571508,0.9916817995430848,0.9636814093270455,0.8860302470850837,0.006921111741807836,0.002631175494360336,0.7850495987496545,0.9990513007796651,SEKER
34397,678.85,229.77470216151102,190.93159397655174,1.203439919899949,0.5563451176699462,34776,209.2740323600981,0.7722027658045977,0.9891016793190707,0.9379566908279493,0.91077925633866,0.006680079720949822,0.002835397361550748,0.8295188537768027,0.998276102944653,SEKER
34774,677.7259999999999,228.52221551731438,193.96029003283445,1.178190729033397,0.5287798580540847,35139,210.4177557351578,0.7805611672278339,0.9896126810666211,0.9513848244463001,0.9207759309475763,0.006571640177066612,0.002913864632283952,0.847828315012376,0.9989034605595879,SEKER
35122,679.818,231.7962315055011,193.1433258860201,1.2001255049438844,0.5529021551068831,35481,211.46801008707766,0.7843934250491335,0.9898819086271525,0.9550009059435813,0.912301329118282,0.0065997446473862855,0.0028200715387380762,0.832293715110984,0.9988569151091913,SEKER
35432,681.365,233.74223189494586,193.21880911615852,1.2097281468825616,0.5627428659505976,35757,212.39920797652772,0.790645780336502,0.9909108705987639,0.9590602448624284,0.9086899113378423,0.0065969245849781515,0.0027744960284630596,0.8257173549671758,0.9988935256732119,SEKER
35730,698.1690000000001,242.2163347048886,187.99091286471773,1.2884470372203185,0.6305752241370808,36142,213.29052705965952,0.7862943157060804,0.9886005201704389,0.9211317613421605,0.8805786253826701,0.0067790745789221545,0.002514332634686521,0.775418715480833,0.9990859465664644,SEKER
36076,693.745,243.52621854276308,189.1972144345256,1.2871554122539093,0.6296154171794358,36427,214.32076384677646,0.7591271594806726,0.9903642902242842,0.9419514307955499,0.8800726473282869,0.006750366408214965,0.0024979354008688084,0.7745278645754194,0.9969377328297141,SEKER
36365,690.321,239.1409014156703,193.83464308891996,1.2337366406992918,0.5856753153301525,36680,215.17749892657037,0.7843031531725834,0.9914122137404581,0.9589396712570786,0.8997937937540547,0.006576128184124028,0.002659022462369415,0.8096288712783144,0.9988688038640666,SEKER
36663,698.145,234.7081444232982,199.09311562703402,1.178886289885496,0.5295828281071551,37092,216.05735680282973,0.772259083728278,0.9884341637010676,0.9452498101284204,0.9205362572044726,0.006401771388683365,0.0028355905406371312,0.8473870008280189,0.9989729175033409,SEKER
36975,694.805,241.36787303421073,195.18917138786676,1.2365843418361604,0.5882499459839178,37252,216.9747270227172,0.7774226782447804,0.9925641576291205,0.9624810255153572,0.89893789216912,0.006527866748727809,0.00262947951932695,0.8080893339774604,0.9992706172013393,SEKER
37256,693.8059999999999,245.9339799235677,193.07607093553082,1.2737672707545744,0.6194035399438554,37502,217.79764112279364,0.7750686527419489,0.9934403498480081,0.972590417599765,0.88559393537437,0.006601191215470466,0.002504612887801258,0.7842766183718641,0.9989858877001563,SEKER
37539,701.891,239.57290117932854,199.71878446172673,1.1995511680336672,0.5523004458786717,37844,218.62328162803996,0.7850555241859589,0.9919405982454286,0.9575318218924534,0.9125543020593674,0.006381973445731866,0.0027300438510949993,0.8327553542070592,0.9989326578253681,SEKER
37861,712.99,253.52017894300644,190.3512936023889,1.3318542477182556,0.6604921966504493,38226,219.5589269495048,0.7478716049382717,0.990451525139957,0.9359121107765443,0.8660412274277527,0.006696077201949406,0.002323563161269327,0.7500274076045687,0.9989271887232561,SEKER
38122,710.41,246.9057229779711,196.83463061770507,1.254381519162219,0.6037078724401408,38481,220.31440698327896,0.7748373983739837,0.9906707206153686,0.9492211554053703,0.8923017430541105,0.00647672532862838,0.0025326910029734575,0.7962024006574039,0.99874157689724,SEKER
38354,715.5269999999999,253.6098213000785,192.8160003930118,1.3152944816983665,0.6495884662183491,38702,220.98377655106816,0.7963043703934393,0.9910082166296316,0.9413876042448216,0.8713533861513737,0.0066123434661333495,0.0023513239084050116,0.759256723557465,0.9986461786875159,SEKER
38628,720.5989999999999,251.41634811282194,196.67850322130562,1.2783112744656413,0.6229243538236736,39014,221.77172302624575,0.7402552604346326,0.9901061157533193,0.9348130715983092,0.8820895088601267,0.006508655589541833,0.002430645823586156,0.7780819016410997,0.994630867325484,SEKER
38855,727.3619999999999,255.88035937973493,193.43842311825867,1.3228000686466637,0.6546037901227258,39228,222.42239660314056,0.7897999837385153,0.9904914856734985,0.922901944240744,0.8692437244589701,0.0065855194795968325,0.0023191885450379516,0.7555846525113019,0.9994874302103157,SEKER
39122,725.817,245.3724593977744,203.20580179314882,1.2075071539913447,0.5605029263900956,39532,223.1852985058134,0.7907747660339983,0.9896286552666195,0.933204105641353,0.909577623558831,0.006271981478395134,0.0026481562173725666,0.8273314532789307,0.9990086485563646,SEKER
39341,732.7719999999999,262.04811885341684,191.55707001113967,1.367989805013085,0.6823778902389384,39772,223.80910823607252,0.7681388628553577,0.9891632304133561,0.9206986932073998,0.8540763780917112,0.006660941990631068,0.002186262249027159,0.7294464596142558,0.9978753200551912,SEKER
39686,715.976,239.59910805558445,211.26042405271693,1.13414099744397,0.4717645140081528,40005,224.78831057766254,0.7804523107177974,0.9920259967504061,0.9728598102568774,0.9381850892596564,0.006037371064243926,0.002885238622109036,0.8801912617091492,0.998260995496281,SEKER
40021,719.2689999999999,252.30996446311775,202.1951505923875,1.2478536884979923,0.598160934347345,40316,225.73506555217764,0.7823324732191728,0.9926828058339121,0.9721093365586158,0.8946736052716429,0.006304439280955442,0.0024916367558698634,0.8004408599697596,0.9988330795377695,SEKER
40388,729.945,261.22799581368815,197.1404287843859,1.3250858660726326,0.6561067720279905,40719,226.76771977678777,0.7845376845376846,0.991871116677718,0.9525371781323273,0.8680835263097988,0.006467960676777462,0.002265651939577798,0.7535690086504553,0.9985436424730837,SEKER
40688,732.9449999999999,258.7484843311317,200.43281032466268,1.2909487419350596,0.6324219418559965,41046,227.60837110305127,0.7985398308244853,0.9912780782536667,0.9517731167850799,0.8796510313535632,0.006359331604677833,0.0023487289416331755,0.7737859369613872,0.9989179818473443,SEKER
41033,730.9879999999999,249.93212129194782,209.3633166193215,1.1937722678820153,0.5461602598229793,41380,228.57129793374742,0.7594062887494679,0.9916143064282262,0.9649896138711981,0.9145335011451023,0.0060910028828491175,0.002628252247189636,0.8363715247167189,0.9984371318530165,SEKER
41341,739.1600000000001,255.29358881490012,206.67081867386622,1.2352667418314258,0.5870623091926181,41732,229.42753980047024,0.7441856278801844,0.9906306910763922,0.9508541975600937,0.8986811649501156,0.006175312373065483,0.002484627296098649,0.8076278362360969,0.9976358058797279,SEKER
41673,740.349,251.31098933290406,211.5472593002276,1.1879661791138774,0.5398288394707597,42010,230.34693735265603,0.7557123168431742,0.9919781004522733,0.955414090131416,0.9165812365153774,0.006030547100830371,0.002625550200994952,0.8401211631320582,0.9980355281586977,SEKER
42101,761.563,272.6025663162008,196.9605551368988,1.3840464966537411,0.6913509821638156,42573,231.5267977424969,0.7168079817482208,0.98891316092359,0.9122011250195445,0.8493199490790606,0.006474966540371982,0.0020782729805803083,0.7213443759036582,0.9983741563503375,SEKER
42506,748.9899999999999,259.4181961658253,209.12643650758275,1.2404849453666227,0.5917298311907726,42916,232.63774433335797,0.7999473050286059,0.9904464535371423,0.9521559008524588,0.8967672575467731,0.006103095943298012,0.002434719490050756,0.8041915142079605,0.9975874665665635,SEKER
42974,755.268,253.46772851333276,216.2708892821648,1.1719918910706373,0.5215050025226252,43417,233.91493367343796,0.7643355150825271,0.9897966234424304,0.9467023924588188,0.9228588390538787,0.005898164669645199,0.0026389900995491765,0.8516684368198727,0.9981485018336962,SEKER
43616,752.431,262.55727047388655,211.7062082682249,1.2401963675115044,0.5914742020095992,43970,235.65571493848574,0.7882599580712788,0.9919490561746646,0.9681047210366315,0.8975402376523549,0.006019746663469519,0.002409759425487634,0.8055784782050457,0.9990755024153432,SEKER
43968,763.577,261.83957236057734,214.33012198944732,1.2216648314765068,0.5744279930320819,44429,236.60472586767077,0.8032005261138817,0.9896238943032704,0.9476345761069055,0.9036247796106394,0.005955230448521137,0.002449237284441848,0.8165377423263768,0.9975354433733605,SEKER
44543,764.877,269.8147058271424,210.597109092039,1.2811890295665125,0.6251246326764233,44928,238.14682244602457,0.7855908289241622,0.9914307336182336,0.9567668601920534,0.8826309956529724,0.006057398599715835,0.002267684408840723,0.7790374744873574,0.9980942659344042,SEKER
45169,766.629,265.71605135141573,217.26345069576132,1.2230131230102923,0.575711766715818,45532,239.81442199363775,0.8093932552055334,0.9920275849951682,0.965783657945787,0.9025213974615238,0.005882708303292429,0.0024076153619920666,0.8145448728759019,0.9961990688079784,SEKER
45753,906.221,275.32113007155476,212.1319136428529,1.2978769924033577,0.6374532428063137,46399,241.3597499382776,0.7791192698045092,0.9860772861484084,0.7001018027449943,0.8766481158767191,0.006017553604606359,0.0021923048537172392,0.7685119190702017,0.997433938148966,SEKER
46503,780.5260000000001,268.3833664394638,221.33466728976157,1.212568142739737,0.5655763782098755,46896,243.32993763369782,0.7572545188080118,0.9916197543500512,0.959215275478718,0.9066505903918713,0.0057713129570019965,0.00240554886100937,0.822015293057929,0.9967495572069135,SEKER
47971,905.348,281.9002602738676,217.34966579622682,1.2969896191980315,0.6368155371952602,48879,247.14079833263162,0.7416666666666667,0.9814235152110313,0.7354574350543569,0.8766958856034153,0.005876472457815506,0.00214137309276961,0.7685956758339565,0.9968606129171369,SEKER
49827,831.8389999999999,284.1727675682603,223.53636813944436,1.2712596609379925,0.6174356972184502,50442,251.87637204692098,0.781256859732196,0.9878077792315927,0.9048905396824583,0.8863494352477617,0.005703188383170978,0.0021712876846582047,0.7856153213640261,0.9987210670649238,SEKER
53187,835.257,296.3062454068003,228.72388170747448,1.2954757640295735,0.6357231043990076,53606,260.2302666213696,0.7873140404115165,0.9921837107786442,0.9580211803638424,0.8782476598294382,0.005571027608377993,0.0020444809978929627,0.7713189519958845,0.9992250086473584,SEKER
48439,810.3699999999999,297.9819919992157,207.3178380770113,1.4373195995248893,0.7182942064579427,48883,248.34341204756478,0.7997985602007793,0.9909170877401141,0.9269116117583546,0.8334175175532702,0.006151695782307969,0.001830733428018617,0.6945847585646554,0.9983402870162424,BARBUNYA
53363,904.64,327.0878319072981,208.048585501421,1.5721704193228656,0.7716368327042017,54318,260.6604723115925,0.717244623655914,0.9824183511911337,0.8194048449023156,0.7969127765824925,0.006129487320939567,0.001524920043316528,0.6350699734804177,0.9984382265060694,BARBUNYA
56546,951.015,315.49363734305547,229.12416172706904,1.3769549006309911,0.6874410334437523,57830,268.3218278422285,0.7682254164062712,0.9777969911810479,0.7856642988899083,0.8504825330295515,0.00557941564996738,0.0018006531848101521,0.723320538988362,0.9959797608870752,BARBUNYA
58635,926.5229999999999,353.2945175484061,211.92769914604884,1.6670521077329068,0.8001040262343524,59458,273.2332349944755,0.728204172876304,0.986158296612735,0.8583301818522414,0.7733865696261162,0.006025317942328065,0.0013296772407461876,0.5981267860780515,0.9971085194229252,BARBUNYA
60237,963.531,358.72415502358825,215.05368534353073,1.66806792662286,0.8003777743888953,61280,276.94066233800334,0.7793432696786213,0.9829797650130548,0.8153457553631452,0.7720156517472119,0.005955212826395542,0.0013049127381503337,0.5960081665426723,0.9941821066151278,BARBUNYA
61570,1001.035,372.79203419386914,211.14716809739878,1.7655554538240654,0.8241346048102062,62673,279.9881404083822,0.7443541757338362,0.9824007148213745,0.772112339078162,0.7510571973830733,0.006054767487313126,0.0011884181672676339,0.564086913740917,0.9959267269860611,BARBUNYA
62792,983.7510000000001,373.5219751367984,215.3814718992871,1.7342344810024242,0.81701014446227,63919,282.75299731923326,0.7110084471318251,0.9823683098922074,0.8153494947699557,0.7569915992644825,0.005948559930194904,0.0012049134265073964,0.5730362813569988,0.9937792779947139,BARBUNYA
64011,963.4159999999999,356.28690430236,228.90417357675526,1.556489332348898,0.7663095989741809,64811,285.4843892370343,0.7600812197207182,0.9876564163490765,0.8666360819955153,0.8012766840140727,0.00556602621896799,0.0014153212679746952,0.642044324344588,0.9993351417375073,BARBUNYA
65231,1026.2649999999999,363.46654755315933,229.78648098523047,1.581757751782278,0.7747986632581703,66343,288.19210388665994,0.8249570012140833,0.9832386235171758,0.778296118678495,0.7928985647420825,0.005571991040351356,0.001358503304069909,0.6286881339700545,0.9944323293606692,BARBUNYA
66291,1048.4099999999999,371.47924099172127,227.64889271840985,1.63180780963087,0.7902246509027969,67835,290.52422043616036,0.7665471785383904,0.9772388884793985,0.7578829292457162,0.7820739044813407,0.0056037658353580615,0.001293156007832452,0.611639592070689,0.9980782630203898,BARBUNYA
67311,1037.096,374.41725299152677,229.30124829244608,1.6328618172806575,0.790531257366462,68197,292.7507933305537,0.7569071956279729,0.9870082261683065,0.7864262263167915,0.7818838234390304,0.005562497258865962,0.0012823851632914212,0.6113423133556368,0.9982375207664461,BARBUNYA
68131,1036.382,357.7621193880517,243.62870188234578,1.4684727892234295,0.7323023938817851,69197,294.52857827781565,0.7769174629963281,0.9845947078630577,0.7971038456568089,0.8232525533491463,0.005251091564604243,0.0014878587365457694,0.6777447665958888,0.9952497477846468,BARBUNYA
68894,1040.782,369.55645125847684,238.5738340814513,1.5490233984851283,0.7637027596686936,70189,296.1732013450648,0.7831978627863355,0.981549815498155,0.7992298936589954,0.8014288489254758,0.00536413114724761,0.0013650200689167332,0.6422881998900132,0.9949194502005235,BARBUNYA
69816,1028.089,367.5514924696798,243.53739539054695,1.5092199367586179,0.7489788093280675,70868,298.148439632392,0.7656438488364442,0.9851555003668793,0.8300483719151693,0.8111746129203571,0.005264573915287037,0.0014060487907796933,0.6580042526464912,0.993073136566039,BARBUNYA
70682,1081.066,366.84993944682617,245.6730544323273,1.493244508619394,0.7426473551695204,71974,299.99186239125015,0.7937160310829627,0.982049073276461,0.7600011966536764,0.8177508843087409,0.005190146564143999,0.0014316718128055258,0.6687165087877277,0.9985572545704071,BARBUNYA
71556,1076.2610000000002,404.6052268398362,226.1113332475797,1.7894071076783016,0.8292725878370307,72868,301.8408999176044,0.7130926992605585,0.9819948399846298,0.7762841393626303,0.7460133480605993,0.005654385751576893,0.0010803179417633632,0.5565359154845849,0.9958693228463669,BARBUNYA
72422,1021.2559999999997,349.4805571626464,265.1379862796517,1.3181082125065064,0.6514832099146853,73542,303.6619078989163,0.7561444172983357,0.984770607272035,0.8725918170231319,0.8688949976624698,0.004825613172277021,0.0016966859199300252,0.7549785169628638,0.9951433834747335,BARBUNYA
73347,1082.9679999999998,363.79764633530704,257.6648280399842,1.4119026221105089,0.7059475224059879,74564,305.59499486688253,0.8148308615230795,0.9836784507268923,0.7858885675925424,0.8400136667877726,0.0049599526406711525,0.001523360534968307,0.7056229603902391,0.9962709079963583,BARBUNYA
74794,1197.889,423.7976340381822,225.43171183303687,1.8799379669887017,0.8467867934254762,75813,308.5946832155761,0.7599857745262409,0.9865590334111564,0.6550032732006127,0.728165186471459,0.005666198278447231,9.826326187456537E-4,0.5302245387890147,0.9967892414985423,BARBUNYA
75854,1095.8580000000002,402.9619968902599,240.92420540210205,1.6725675040318888,0.801583237972486,77204,310.77373187954777,0.8124892887746358,0.982513859385524,0.7937427774259115,0.7712234262234459,0.005312336816651197,0.0011592743245688922,0.5947855731558308,0.9948190215274242,BARBUNYA
77026,1133.607,396.35901730532225,248.1558385955542,1.5972181817221331,0.779751973164596,78612,313.1653703281553,0.7035622944830106,0.9798249631099578,0.753220569115905,0.790105325361927,0.005145782168427833,0.0012370040352022921,0.6242664251652765,0.9970896845126591,BARBUNYA
78657,1149.889,399.28337149987914,251.5902538965539,1.5870383105700592,0.7765103374209863,80316,316.4635885378185,0.7850940232363157,0.9793440908411774,0.7475416647184812,0.7925789329744585,0.005076259856082474,0.001235644971875996,0.6281813649949312,0.9969478922331493,BARBUNYA
80050,1078.541,403.00612941410384,253.68541401045772,1.5886058368239124,0.7770144428099591,80805,319.2535443124317,0.8079982235142119,0.9906565187797784,0.8647645580335537,0.7921803690096901,0.005034430098864508,0.001222999788196071,0.6275497370443287,0.9969291751659319,BARBUNYA
82036,1144.1870000000001,415.2153226872616,253.1120841631055,1.6404405347146396,0.7927150605743661,83728,323.18954081451,0.701888277620445,0.9797917064781196,0.7874451677371994,0.7783661227211862,0.005061379427169312,0.0011459993220412391,0.6058538210000125,0.9938671660801682,BARBUNYA
84664,1143.1999999999998,396.7575390760142,272.99808326628795,1.4533345228252343,0.7256416324715957,86180,328.32537644150784,0.759134559344374,0.9824089115804131,0.8140746207578788,0.8275214560664075,0.004686260265000641,0.0013555739660619849,0.6847917602502671,0.9952315061179743,BARBUNYA
89248,1226.9679999999998,426.26979315158763,267.28716270159725,1.5948008458134617,0.7789890389224995,91234,337.09654831891083,0.7402909802750544,0.978231799548414,0.7449753178113673,0.7908056206061838,0.004776239166721805,0.0011522449619053277,0.6253735295823315,0.9973462339272522,BARBUNYA
117034,1265.9260000000002,425.92378748920083,351.21510887864844,1.2127148767861398,0.5657218525827331,118019,386.0211352743979,0.7463189108184803,0.9916538862386565,0.9177095970112145,0.9063150418293681,0.003639316672840378,0.0015146642024813153,0.8214069550461693,0.9961324342800933,BOMBAY
144404,1444.937,526.1935719958257,350.853832101866,1.4997515314099576,0.7452571893761556,145991,428.7900222928892,0.7635252315891883,0.989129466884945,0.8691430531827858,0.8148902706403468,0.003643898867038487,9.91157355160974E-4,0.6640461531842978,0.995904235165042,BOMBAY
153261,1457.451,542.0882388913515,362.1338272028383,1.4969279260059767,0.7441300015970114,154519,441.74423127603575,0.8364770606149916,0.9918586063849754,0.9066790770193002,0.814893590348808,0.003537026633594662,9.621032906241576E-4,0.664051563591571,0.9940373298481563,BOMBAY
159402,1508.083,529.6845987918518,384.0243697790122,1.3792994415866373,0.6887428329414621,161419,450.50741382342915,0.7811908845871111,0.9875045688549675,0.8807509929219366,0.8505201299999726,0.003322948261576717,0.00107260972355585,0.7233844915351701,0.9977638252268937,BOMBAY
165397,1538.645,571.3442983788444,370.28377639777796,1.5429903625188182,0.7615618923921249,166731,458.9008618215504,0.8039908613649621,0.9919990883518962,0.8779315010649031,0.8031949616433636,0.0034543812667632693,8.868168465048827E-4,0.6451221464092843,0.9954172545569796,BOMBAY
170723,1599.1049999999998,621.0104081480393,353.1574057789699,1.7584521745431276,0.8225575039154752,172911,466.230924323796,0.7962975055504767,0.9873460913417885,0.8389729049831414,0.7507618523080433,0.0036375321904373713,7.128454741949838E-4,0.5636433588810043,0.9911398900910944,BOMBAY
176352,1626.129,588.8901818594436,386.33773407944966,1.5242885431903976,0.754722845782877,180410,473.85476698365653,0.7640901213171577,0.9775067900892411,0.8380699395860212,0.8046572715602792,0.0033392883656518987,8.63530036182244E-4,0.6474733246748329,0.9869361708232445,BOMBAY
182835,1612.474,572.7845687564542,408.7107612633649,1.4014423476052384,0.7006037180542214,184739,482.48601240000056,0.8136197367367101,0.9896935676819729,0.8836570745795413,0.8423516252323336,0.003132794972278033,9.729385431219586E-4,0.709556260531554,0.994402191517335,BOMBAY
188888,1655.013,630.1989919647748,384.8905253825387,1.6373460774032473,0.791827783551562,191255,490.4076581028639,0.7788232383622644,0.9876238529711642,0.8665854905614091,0.7781790582906477,0.003336363305052596,7.546946228940499E-4,0.6055626467621192,0.9915156242978841,BOMBAY
200419,1716.101,651.2283237318373,394.7898344458638,1.6495569716122924,0.7952944207172206,202151,505.1548241047259,0.7866509665391032,0.9914321472562589,0.855190890517156,0.7756954138756692,0.003249334263377411,7.256697973632164E-4,0.6017033751077459,0.9925439972516286,BOMBAY
218738,1810.955,682.4655468068211,412.08144842413026,1.6561423704383824,0.7971261347925627,223507,527.7365550502258,0.7030640811774197,0.9786628606710305,0.838144275955788,0.7732794095166347,0.0031200136547230983,6.88148301210006E-4,0.5979610451823952,0.9903086227981848,BOMBAY
57549,929.955,362.9373998149163,204.5544340768189,1.774282730427725,0.8260423626763915,58471,270.6910832664495,0.7885585091805974,0.9842314993757589,0.8362262145063615,0.7458340843475795,0.006306580476027669,0.0012037674922735716,0.5562684813745923,0.9869775599841958,CALI
61453,964.1659999999999,369.29617935737633,213.19880443614016,1.7321681532599416,0.8165242362934654,62238,279.72198651984786,0.802331805778596,0.9873871268356952,0.8307097883417515,0.7574461967264343,0.006009408480584778,0.0012201652305485536,0.5737247409353403,0.9937877249855068,CALI
63409,990.243,374.80875134729536,218.03351515419627,1.7190419146442946,0.8133895504330872,64645,284.13877998631574,0.7643690631177974,0.9808801918168458,0.8126007260374603,0.7580900364917963,0.005910970861349262,0.0012042640900820623,0.574700503428133,0.9879342537601375,CALI
64934,1005.197,393.14358750011405,211.68415011819738,1.857217875219263,0.8426639864859211,66119,287.5352788751896,0.7495988455988456,0.9820777688712775,0.8075690255437317,0.7313747140161765,0.006054510541474637,0.0010686083603764164,0.5349089723022441,0.9934425049748934,CALI
66372,1013.706,392.74598871283473,218.05619899450986,1.8011227863451988,0.8317107117569115,67804,290.7016598906209,0.7489252225720185,0.9788803020470769,0.8116536284194198,0.7401772856887765,0.005917344493353142,0.0010955939622867747,0.5478624142496047,0.9867674780870557,CALI
67194,1005.4359999999999,394.5874990324464,218.7244609777623,1.8040391882486524,0.8323091716733259,67865,292.4962529143485,0.6476342852736788,0.9901127237898769,0.8352788725876061,0.741270956711928,0.005872362101265684,0.0010937058332365992,0.5494826312646172,0.9912882000633535,CALI
68226,1011.2840000000001,385.8758433963868,227.5336848712244,1.6959064483783057,0.8076551145473307,69707,294.733848037685,0.7889222941720629,0.9787539271522229,0.8383270926464291,0.7638048690571252,0.005655847380710973,0.0011874275877820457,0.5833978779953723,0.989388223262572,CALI
68749,1024.216,391.3524554283788,226.6710098562327,1.7265218683085948,0.8151860791788836,70178,295.8613618926907,0.7683856402002861,0.9796374932314971,0.8235560036854855,0.7559972035152751,0.005692482151425894,0.0011469967739007004,0.5715317717229162,0.9867621023127707,CALI
69623,1009.02,379.54932027806296,234.1251721569364,1.6211384567552922,0.7870803720765832,70383,297.7360522729759,0.7237318087318088,0.9892019379679752,0.8593360824291068,0.7844462797479137,0.005451493332347974,0.0012733508389081926,0.6153559658103421,0.9975772207689404,CALI
70262,1021.1759999999999,405.5603048242279,222.7263649304729,1.8208904228775482,0.8357028647718676,71533,299.0992425469881,0.8101794197684609,0.9822319768498455,0.8466992462338356,0.7374963451529591,0.005772114440582789,0.001053305096028937,0.5439008591139726,0.9903838653555033,CALI
70955,1040.914,411.2238948557792,221.45708839720828,1.8569010268851847,0.8426052734267832,71860,300.57064377061755,0.801968895519689,0.9874060673531867,0.822930519415606,0.7309172631518192,0.0057955590847125526,0.0010203472022311106,0.5342400455733456,0.9920308892283333,CALI
71648,1031.6470000000002,402.75100877659696,229.1211744733464,1.757807892275137,0.8224133604314822,73209,302.0348769615604,0.7060655333826066,0.9786774850086738,0.8459636390378212,0.7499295355684558,0.005621245656216461,0.0010967159541072238,0.5623943083179198,0.9885811537318562,CALI
